gini_final,mean_wealth_final,total_wealth_final,alive_final,upper_frac_final,lower_frac_final,stability_final,regime_final,coop_share_final,comp_share_final,neutral_share_final,dominant_strategy_final,strategy_entropy_final,gini_mean,gini_std,gini_max,gini_min,gini_trend,n_collapses,total_collapse_steps,mean_collapse_duration,frac_collapsed,strategic_volatility,condition,rep,seed,actual_steps
0.1289578954668733,666.0903078215945,16652.25769553986,25,0.04,0.04,0.001,collapsed,0.16,0.4,0.44,neutral,1.4729350396193688,0.20650139160232367,0.08307341050669442,0.49328932886243737,0.12457213740512856,-0.00016472232430018226,1,1403,1403.0,0.9353333333333333,0.01467645096731154,progressive_tax,2,43857,1500
0.16908130393922063,1181.187738788322,34254.444424861336,29,0.13793103448275862,0.0,0.001,collapsed,0.3793103448275862,0.5862068965517241,0.034482758620689655,competitive,1.1496838880149503,0.24903215902963927,0.07583155845484482,0.49565166228915436,0.16908130393922063,-0.00015423499798453824,1,1401,1401.0,0.934,0.01067378252168112,progressive_tax,3,43858,1500
0.14544657111274184,862.3662360836757,40531.21309593276,47,0.06382978723404255,0.0,0.001,collapsed,0.2127659574468085,0.3404255319148936,0.44680851063829785,neutral,1.5235687064174759,0.227611225365023,0.08268787305900918,0.48804163801952016,0.14504152935783274,-0.0001662228128350657,1,1406,1406.0,0.9373333333333334,0.008005336891260841,progressive_tax,4,43859,1500
0.15660490107384045,901.1827872840793,33343.76312951093,37,0.05405405405405406,0.0,0.001,collapsed,0.2972972972972973,0.5405405405405406,0.16216216216216217,competitive,1.425613238410451,0.2315624865922655,0.0679408728565083,0.4737537966486494,0.15606927014069158,-0.00012908404968073973,1,1400,1400.0,0.9333333333333333,0.022014676450967312,progressive_tax,5,43860,1500
0.21125697458596607,747.6870513279797,37384.352566398986,50,0.08,0.0,0.001,collapsed,0.4,0.4,0.2,cooperative,1.5219280948873621,0.3030186000894405,0.06470590077416821,0.465559732892358,0.21113252815863628,-0.00014405835827359926,1,1402,1402.0,0.9346666666666666,0.00733822548365577,progressive_tax,6,43861,1500
0.12876183425399906,1099.4880105835011,28586.68827517103,26,0.038461538461538464,0.0,0.001,collapsed,0.46153846153846156,0.46153846153846156,0.07692307692307693,cooperative,1.3143204867061788,0.23984519295069784,0.08849453431486903,0.5324098688797068,0.12876183425399906,-0.00018865573143078421,1,1406,1406.0,0.9373333333333334,0.02134756504336224,progressive_tax,7,43862,1500
0.22519046234023582,1117.8804691375826,36890.05548154023,33,0.15151515151515152,0.030303030303030304,0.001,collapsed,0.18181818181818182,0.30303030303030304,0.5151515151515151,neutral,1.4620933843749282,0.29593120817079366,0.08469302237894014,0.6324257600367832,0.22450898927709836,-0.00015101928845356977,1,1411,1411.0,0.9406666666666667,0.0066711140760507,progressive_tax,8,43863,1500
0.23375457904856292,855.162112754736,27365.18760815155,32,0.15625,0.125,0.001,collapsed,0.0625,0.6875,0.25,competitive,1.1216407621868583,0.330692821671968,0.0737208104066657,0.4715413094685489,0.23339757557330743,-0.00014111386171042524,1,1406,1406.0,0.9373333333333334,0.012675116744496331,progressive_tax,9,43864,1500
0.13524957616047917,566.8214866258024,20405.573518528887,36,0.027777777777777776,0.0,0.001,collapsed,0.3055555555555556,0.3888888888888889,0.3055555555555556,competitive,1.5751898759193401,0.26917089343581363,0.10437169657483014,0.5450346997228507,0.1326708229666431,-0.0002270849210980384,1,1408,1408.0,0.9386666666666666,0.02268178785857238,progressive_tax,10,43865,1500
0.15975879365370574,417.51858336580057,13360.594667705618,32,0.0625,0.0,0.001,collapsed,0.1875,0.625,0.1875,competitive,1.3294340029249652,0.3167569786438759,0.10525969169180625,0.5602990747112621,0.15049184575277072,-0.0002271158754749886,1,1409,1409.0,0.9393333333333334,0.00533689126084056,progressive_tax,11,43866,1500
0.2890369606171692,861.8400869503479,28440.72286936148,33,0.15151515151515152,0.15151515151515152,0.001,collapsed,0.15151515151515152,0.45454545454545453,0.3939393939393939,competitive,1.4589784907403085,0.37352515017283455,0.07413371615147894,0.5411409118136694,0.28613526843917536,-0.00014762512985301728,1,1406,1406.0,0.9373333333333334,0.01801200800533689,progressive_tax,12,43867,1500
